text,date,user,sentiment,query,true_label,predicted_label,confidence,is_correct,true_label_name,predicted_label_name
its sunny hope it stays that way,Sat Jun 06 13:35:07 PDT 2009,pookahh,2,NO_QUERY,2,2,0.733488,1,positive,positive
the crowd was very energetic n friendly i was runnin all over the stage it was fun wud luv to have concert here,Thu May 28 20:50:23 PDT 2009,cocolee117,2,NO_QUERY,2,2,0.8794115,1,positive,positive
as i draw this tellos commission im realizing how much i miss this series,Tue Jun 16 11:34:41 PDT 2009,jeremydale,0,NO_QUERY,0,0,0.885167,1,negative,negative
so much for our day to sleep in fire alarm went off at the hotel this morning someone cooked something too long in the microwavefail,Sun May 17 06:17:16 PDT 2009,StorlieDawg,0,NO_QUERY,0,0,0.7945598,1,negative,negative
lol i kno the poor guy makes me wanna run up to him and give him a beer and say quotthere therequot,Wed Jun 17 07:53:06 PDT 2009,Roller_Novocain,0,NO_QUERY,0,0,0.7598002,1,negative,negative
i wish i could squash big guys with my thumb haha,Sun Jun 07 15:32:12 PDT 2009,jamesdemonaco,0,NO_QUERY,0,0,0.86188394,1,negative,negative
arrival pdx pm pdt its warm and humid here today ill be glad to be home,Fri May 22 06:10:58 PDT 2009,ndw0317,2,NO_QUERY,2,2,0.8914212,1,positive,positive
heey girl who are you do you wanna be my friend oooh im just a kid,Mon Jun 15 15:08:00 PDT 2009,prii_mueller,2,NO_QUERY,2,2,0.84739625,1,positive,positive
haha den next time we go dempsey lah but abit exp wor house is a good chillout place,Sun Jun 07 08:58:44 PDT 2009,circadianchild,2,NO_QUERY,2,2,0.71748894,1,positive,positive
lol omg girl the concert was the shit last night rebel souljahz was there too everyone was jammin,Sat Apr 18 10:22:16 PDT 2009,itsgracefoo,2,NO_QUERY,2,2,0.5139099,1,positive,positive
will go to work with a friend this morning and see what he does,Fri May 22 02:04:54 PDT 2009,pastortone,2,NO_QUERY,2,2,0.61307436,1,positive,positive
thanks for that i didnt know ive uploaded them so ta,Tue Jun 16 00:50:37 PDT 2009,PrincessGLB,2,NO_QUERY,2,2,0.8898851,1,positive,positive
gt cream together okay now stop tweeting me lies and well leave it to the phone,Sun Jun 07 06:19:19 PDT 2009,twebbstack,2,NO_QUERY,2,2,0.69702274,1,positive,positive
at the spa getting hair products and face washes just for me,Fri May 29 15:17:47 PDT 2009,Cheleesea,2,NO_QUERY,2,2,0.76071084,1,positive,positive
oooh nooo anthony probably killed zevas guy and now she is going to hate him forever,Sun May 31 06:29:26 PDT 2009,VFCismylife,0,NO_QUERY,0,0,0.88224375,1,negative,negative
i will be deleting these luv you this is what i do make it work days my venue fire last night good times,Mon Jun 01 02:17:57 PDT 2009,713punky,2,NO_QUERY,2,2,0.7487766,1,positive,positive
i was on valcyte for months because of positive results for hhv and hhv but it didnt help me at all,Mon Apr 20 00:53:14 PDT 2009,Stroopwaffle,0,NO_QUERY,0,0,0.82058626,1,negative,negative
grreat choices add selma h to that list ciao xoxo,Sat May 30 22:33:42 PDT 2009,cherokee_rose,2,NO_QUERY,2,2,0.8573979,1,positive,positive
just wanted share perfect sunset in the uk wish id a pic but too chilled move see,Sun May 31 13:10:50 PDT 2009,clare666,2,NO_QUERY,2,2,0.57390505,1,positive,positive
funnn funnn times haha ur never on aim anymore,Sat Jun 20 19:54:38 PDT 2009,Merebearrr,0,NO_QUERY,0,0,0.58486366,1,negative,negative
i know i am weak but its okay i only drink with you guys,Wed Jun 03 01:14:50 PDT 2009,appleapple_,0,NO_QUERY,0,0,0.78400314,1,negative,negative
yes gets everywhere will require another shower when i get home,Sun May 17 09:59:22 PDT 2009,Justin_A,0,NO_QUERY,0,0,0.5687902,1,negative,negative
dreaming that im not asleep,Wed Jun 03 00:14:23 PDT 2009,sllammy,0,NO_QUERY,0,0,0.8260099,1,negative,negative
wants to riiiiiide,Mon Jun 15 17:46:30 PDT 2009,ajbautch,0,NO_QUERY,0,0,0.75594383,1,negative,negative
awayyy to read then bed,Sun Jun 07 14:57:31 PDT 2009,bexxaaaaamate,2,NO_QUERY,2,2,0.5094038,1,positive,positive
tomorrow is riiiiio ddddd i cant wait for it,Fri May 29 19:59:04 PDT 2009,gabii_sa,2,NO_QUERY,2,2,0.8417339,1,positive,positive
arabic how exotic puts my puny german to shame,Mon Apr 20 02:50:18 PDT 2009,christay0102,0,NO_QUERY,0,0,0.78590643,1,negative,negative
juz got home from a really pamperin facial that green tea mask amp lavander water mist transported me into a calm forrest very earthy,Mon Jun 15 01:22:40 PDT 2009,GaryGutierrez,2,NO_QUERY,2,2,0.84996456,1,positive,positive
i couldnt go to sleep until i started watching ren amp stimpy now im having trouble staying awake fickle melatonin,Wed Jun 24 23:25:20 PDT 2009,jaxley,0,NO_QUERY,0,0,0.8271137,1,negative,negative
finally got my faded jeans after searching it for so long,Sun May 31 05:47:36 PDT 2009,zuraiinyatim,2,NO_QUERY,2,2,0.82760954,1,positive,positive
i want spotify haha i also want to get some sleeeeep i cant sleep until i read out the book and write about,Sun May 31 12:46:14 PDT 2009,TheCaao,0,NO_QUERY,0,0,0.69026023,1,negative,negative
i havent seen all of ur vids yet but i will any way me is off to bed i guess gn amp sweet dreams,Mon Jun 15 21:23:21 PDT 2009,BillylakeG118,2,NO_QUERY,2,2,0.52575815,1,positive,positive
ps one of the eyes in the smiley face on my thumb fell off it needs an eye patch ps one of the eyes in the smiley face on my thu,Sat Jun 20 18:32:12 PDT 2009,felloff,0,NO_QUERY,0,0,0.79369324,1,negative,negative
stop making me jealous,Fri Jun 19 00:48:14 PDT 2009,tjdgafplz,0,NO_QUERY,0,0,0.7229258,1,negative,negative
just dropped off my jeans to be tailored cant wait to see how they turn out,Tue Jun 16 06:38:58 PDT 2009,lewisholland,2,NO_QUERY,2,2,0.8989616,1,positive,positive
ohin that case friendno sorry i dont why aint you at work and is the comp fixed,Mon Jun 15 12:53:28 PDT 2009,303_Mandi_P,0,NO_QUERY,0,0,0.7909953,1,negative,negative
the chores then a coffe i think,Sat May 30 03:11:08 PDT 2009,sirrenna,2,NO_QUERY,2,2,0.6359404,1,positive,positive
woke up with a stomach ache itll go away in haha im all better,Fri Jun 05 09:07:42 PDT 2009,SiMiLAR2MAGiC,0,NO_QUERY,0,0,0.81453615,1,negative,negative
there is nothing like great middle eastern food hugs and stories from the owners and then a full stomach,Fri May 22 02:47:34 PDT 2009,Zippaloo,2,NO_QUERY,2,2,0.8289428,1,positive,positive
yippeeee theres nothing like a good storm,Tue Jun 16 06:28:27 PDT 2009,sassyred,2,NO_QUERY,2,2,0.60481393,1,positive,positive
at least youre not writing boxers is the nwa worship cd done yet i never got my copy who do i write to ta,Thu Jun 18 07:07:26 PDT 2009,KattheKat,0,NO_QUERY,0,0,0.63408554,1,negative,negative
is going to check out the day soon no smoking for me though,Mon Apr 20 00:31:09 PDT 2009,Lewis_k1,0,NO_QUERY,0,0,0.6105723,1,negative,negative
sounds like a plan although ill be on holidayvisiting family work that week,Wed May 27 07:20:37 PDT 2009,timfernando,0,NO_QUERY,0,0,0.59199965,1,negative,negative
clapclaphappy for lindsay,Tue Jun 16 01:14:22 PDT 2009,imChildish,2,NO_QUERY,2,2,0.8346301,1,positive,positive
when does the hannah montana movie come out on dvd i so need it i lt that movie,Sat May 30 15:40:05 PDT 2009,OMyFREAKINJonas,2,NO_QUERY,2,2,0.60114396,1,positive,positive
dang dont nobody wanna c movies w ya lol,Fri May 01 23:06:12 PDT 2009,blouiemusic,0,NO_QUERY,0,0,0.69551206,1,negative,negative
stuck in traffic cant believe the day im having,Sun Jun 07 05:40:32 PDT 2009,pwincess83,0,NO_QUERY,0,0,0.8664732,1,negative,negative
the hotel is fine last night just only mosquito but the mosquito brought many friends,Mon Jun 01 17:07:45 PDT 2009,tjendana,2,NO_QUERY,2,2,0.66481245,1,positive,positive
no we lost a heart breaker we are the atlanta airport now waiting for the selection show to see where we go for regionals,Sun May 10 18:45:54 PDT 2009,tiffanymcdonald,0,NO_QUERY,0,0,0.6615705,1,negative,negative
that sounds like loads of fun but i have to work nights hope the event goes well,Tue Jun 16 21:51:11 PDT 2009,DenaeDArcy,0,NO_QUERY,0,0,0.76667076,1,negative,negative
real coda mail quotyou know those whatever you call them under the local tab i thought they were links or something so i deleted themquot,Thu Jun 18 14:18:28 PDT 2009,cabel,0,NO_QUERY,0,0,0.6531185,1,negative,negative
tho thweet sure will try to tweet more,Mon Jun 01 10:01:59 PDT 2009,aazmee,2,NO_QUERY,2,2,0.8980582,1,positive,positive
lol i was just joking u know im not the sad typei stay smiling,Sat Jun 06 19:18:18 PDT 2009,Nita2Nyce,2,NO_QUERY,2,2,0.7488244,1,positive,positive
el salvador is as good as any country wtf we owned it,Sat Jun 06 20:48:49 PDT 2009,Gwen_Madden,2,NO_QUERY,2,2,0.86306006,1,positive,positive
ditto i think my brains too wired lately too much going on blah,Mon Jun 01 22:57:30 PDT 2009,zinkly,0,NO_QUERY,0,0,0.79316086,1,negative,negative
youre not very nice make an exception,Thu Jun 18 06:55:22 PDT 2009,KyleBolton,0,NO_QUERY,0,0,0.7498159,1,negative,negative
hehe well tis my first os trip i dunno what the expected protocol actually is if it happens,Fri May 29 00:13:10 PDT 2009,rob_caporetto,2,NO_QUERY,2,2,0.7788519,1,positive,positive
teeheehee,Sun Jun 07 12:11:45 PDT 2009,natsuotoast,2,NO_QUERY,2,2,0.69579047,1,positive,positive
taking life one day at a time,Fri May 29 14:28:41 PDT 2009,juan2dagroove,2,NO_QUERY,2,2,0.7359652,1,positive,positive
just got home work was awesome im so glad to be back,Tue Jun 16 04:17:32 PDT 2009,candyrocks,2,NO_QUERY,2,2,0.6919384,1,positive,positive
awww thats so cute,Thu Jun 04 09:27:41 PDT 2009,lovey83,2,NO_QUERY,2,2,0.8926537,1,positive,positive
is sad but really really really happy goodnightnewyork,Sun Jun 07 08:51:52 PDT 2009,fattialias,0,NO_QUERY,0,0,0.5973374,1,negative,negative
a long bus trip last night to munich had a good nights sleep though and getting ready for bfast,Mon May 18 00:16:54 PDT 2009,MianneBagger,2,NO_QUERY,2,2,0.75634277,1,positive,positive
just got home going to eat dinner and hitting the books again i forgot how stressful amp restless summer school can be,Wed Jun 24 22:04:42 PDT 2009,maryecastro23,0,NO_QUERY,0,0,0.57244533,1,negative,negative
oh see if i only had a red chair alas i cannot write in the taupe chair,Sun Apr 19 08:13:55 PDT 2009,grinnpidgeon,0,NO_QUERY,0,0,0.84471,1,negative,negative
waiting for the second match to startim behind the knight riders but only cos they have a cuter outfit,Sun Apr 19 08:04:43 PDT 2009,pinkerjen,2,NO_QUERY,2,2,0.5432594,1,positive,positive
i like people to reply to my tweets,Mon Jun 15 09:46:25 PDT 2009,altonkeh,2,NO_QUERY,2,2,0.89215225,1,positive,positive
no has she got them now,Wed Jun 17 11:48:05 PDT 2009,salwaytay,0,NO_QUERY,0,0,0.81282955,1,negative,negative
lucky my mum would give them cake,Thu May 14 03:06:56 PDT 2009,Didyme,2,NO_QUERY,2,2,0.64538527,1,positive,positive
not happy with the way india played an insipid display of cricket this side looked like they r on the ground to get beaten,Sun Jun 14 22:22:06 PDT 2009,rajatgupta82,0,NO_QUERY,0,0,0.85456055,1,negative,negative
unfollowing no mhavia fixat que es una merda de twitterfeed,Mon Jun 15 02:20:48 PDT 2009,suranpu,0,NO_QUERY,0,0,0.515561,1,negative,negative
its a shame that the acts of some individuals have to fuck it up for other people,Mon Jun 01 04:49:02 PDT 2009,dokus,0,NO_QUERY,0,0,0.86189026,1,negative,negative
how important is ritual in your tarot readings how much is just a dramatic flourish,Tue Apr 21 00:46:31 PDT 2009,TABItarot,2,NO_QUERY,2,2,0.8956072,1,positive,positive
and i cheated and drank some pepsi but today im spoiling me and my man tomrrow back to water and i need to work off all this pizza haha,Fri May 29 18:51:45 PDT 2009,Miss_Diabolical,0,NO_QUERY,0,0,0.8042715,1,negative,negative
i have big blisters on my feet from walking around the mall in my new shoes it was worth it cuz i looked fucking awesome,Sun Jun 07 12:38:35 PDT 2009,italianlace,2,NO_QUERY,2,2,0.7230914,1,positive,positive
i think we shold organize wembely meet up now anyone whos not on let them know later just let me go on my laptop,Fri May 29 14:20:32 PDT 2009,rachmurrayX,2,NO_QUERY,2,2,0.72178286,1,positive,positive
quotturn back the hands of timequot lmao omg now i feel like watching it thanks jess,Thu May 28 22:26:22 PDT 2009,AdorkableJess,2,NO_QUERY,2,2,0.8777626,1,positive,positive
oh mi gordgoshie so tired should go to bed right now butttt legal essay tomorrow so maybe not,Mon Jun 01 05:30:28 PDT 2009,stephanie_cheng,0,NO_QUERY,0,0,0.7365105,1,negative,negative
hehehe true and you freak about tests a lot too lol xd,Fri May 29 15:01:18 PDT 2009,kimanie14,2,NO_QUERY,2,2,0.73715144,1,positive,positive
seeing you seem to know so much who the hell is the mother in quothow i met your motherquot does anyone get to know this ever,Mon Jun 15 02:51:24 PDT 2009,Pinkangel12,2,NO_QUERY,2,2,0.7194064,1,positive,positive
just saw preview for new moon i still dont see this guy as ed cullen and jacob is how old again wolf looks cartoonish but love it,Mon Jun 01 11:12:40 PDT 2009,MissCocoaLuv,2,NO_QUERY,2,2,0.51052535,1,positive,positive
kikoo world today in europe lets vote eu,Sat Jun 06 21:56:49 PDT 2009,Hugobiwan,2,NO_QUERY,2,2,0.76492935,1,positive,positive
ooh my seedlings are growing although the ones on the floor have gone all spindley and long probably from light deprivation,Sun May 17 02:20:09 PDT 2009,pennyllama,0,NO_QUERY,0,0,0.7934155,1,negative,negative
if youre going to buy it make sure your video card is compatible with the game i bought it only to find mines isnt,Sun Jun 07 10:21:00 PDT 2009,JUSTJIZZ,0,NO_QUERY,0,0,0.7761512,1,negative,negative
is in a bad mood need cheering up,Fri May 22 03:33:21 PDT 2009,sammie_mellors,0,NO_QUERY,0,0,0.76830024,1,negative,negative
was in the middle of her yummy pan de sal and coffee breakfast when she realized she was late for her meeting i want my pan de sal,Mon Jun 22 19:12:29 PDT 2009,chachachanel,0,NO_QUERY,0,0,0.78349733,1,negative,negative
sick of the taste of water brrr cold on kirsties new macbook in bed,Wed Jun 17 02:05:19 PDT 2009,JoshyBORG,0,NO_QUERY,0,0,0.86715484,1,negative,negative
ouch burned my hand cooking dinner and now have a nice collection of blisters,Fri Jun 19 04:13:36 PDT 2009,merrileefaber,0,NO_QUERY,0,0,0.5443633,1,negative,negative
lol have u thought about how many times ull see it in theaters,Mon Jun 01 06:48:31 PDT 2009,yadikeith,2,NO_QUERY,2,2,0.81648624,1,positive,positive
lovely day and still nothing to do,Sat May 30 04:08:56 PDT 2009,fashiionvictim,0,NO_QUERY,0,0,0.68467677,1,negative,negative
my work weekend begins,Sat May 02 07:58:06 PDT 2009,CrucialAdaption,0,NO_QUERY,0,0,0.68930405,1,negative,negative
dad on the treadmill hahah big lolll,Sun May 17 23:46:10 PDT 2009,abe_roflmao,2,NO_QUERY,2,2,0.8488821,1,positive,positive
your post number but it is very fitting isnt it,Sat May 30 04:13:49 PDT 2009,angryfeet,2,NO_QUERY,2,2,0.8403953,1,positive,positive
where is everyone,Sat May 30 16:43:21 PDT 2009,jstngu,0,NO_QUERY,0,0,0.8970685,1,negative,negative
hello i think this is a sign that it should be friday,Wed Jun 03 08:15:41 PDT 2009,AndyWendt,2,NO_QUERY,2,2,0.89296347,1,positive,positive
so im super hungry got sum chikbroc wr amp it was nastyyyy now wtf ima eat,Sat May 30 11:37:49 PDT 2009,MzHeNNy,0,NO_QUERY,0,0,0.6802142,1,negative,negative
a thats so cuuute,Wed Jun 24 23:44:42 PDT 2009,MistressVarla,0,NO_QUERY,0,0,0.56104344,1,negative,negative
ugh thanks for telling me you were going i wouldve gone to see you i miss you,Tue Jun 16 21:39:24 PDT 2009,samveilleux,0,NO_QUERY,0,0,0.875929,1,negative,negative
have fun wish your mums a happy mothers day for us,Sun May 10 01:31:56 PDT 2009,thestar_rage,2,NO_QUERY,2,2,0.85616565,1,positive,positive
i guess its about the binder cheers goes off to read quotit arrivedquot,Sun May 03 08:31:04 PDT 2009,FireboltX,2,NO_QUERY,2,2,0.86912704,1,positive,positive
dont leave phoenix,Thu Jun 25 00:23:57 PDT 2009,xodani,0,NO_QUERY,0,0,0.64026374,1,negative,negative
whats up with arina tanemura just looking at her arts im getting jelous whys she so good no wonder that i coopying her style now,Sun May 17 01:05:17 PDT 2009,Tomite,2,NO_QUERY,2,2,0.7728197,1,positive,positive
oh and i hate bots too said something once about bone marrow transplant followed by an association for that numerous examples,Sun May 31 01:45:54 PDT 2009,bindme,2,NO_QUERY,2,2,0.519868,1,positive,positive
woah that sharing stuff sounds awesome and ack i missed the halo preview,Mon Jun 01 12:21:11 PDT 2009,durangodawg13,0,NO_QUERY,0,0,0.8356067,1,negative,negative
yeah been waiting for the new season for a while,Sun Jun 07 09:35:22 PDT 2009,kajarra,2,NO_QUERY,2,2,0.75422275,1,positive,positive
thanx again daniel will do i like music si si is italian for yes,Mon Apr 20 04:08:44 PDT 2009,laperugina,2,NO_QUERY,2,2,0.8864847,1,positive,positive
cute concern respectful wellmannered hot yeah hes everything that girls want i guess but for me yeah,Sat May 30 01:07:25 PDT 2009,OINKOINKLOVE,2,NO_QUERY,2,2,0.8008833,1,positive,positive
has pins and needles in her tootsies,Wed Jun 17 06:58:00 PDT 2009,LindseyJensch,0,NO_QUERY,0,0,0.58508146,1,negative,negative
lmao dont worry i can handle it,Sun May 31 05:55:19 PDT 2009,hotsports,2,NO_QUERY,2,2,0.83696556,1,positive,positive
hahahahaa,Fri May 29 22:23:59 PDT 2009,tiffanyvita,2,NO_QUERY,2,2,0.86788565,1,positive,positive
hadnt realized how low my iphone charge was im back now and charging it,Sat Jun 06 09:17:29 PDT 2009,debmowry,0,NO_QUERY,0,0,0.6359096,1,negative,negative
to the gym then back to work,Mon Jun 01 09:09:26 PDT 2009,kfrech420,0,NO_QUERY,0,0,0.8138021,1,negative,negative
home and away love short stack almost as much as i love them but i think i love them more,Tue Apr 07 02:44:38 PDT 2009,__emilyy,2,NO_QUERY,2,2,0.67246,1,positive,positive
got up too early this morning loloh well gave me more time to myself lol,Sun Jun 07 10:17:59 PDT 2009,Aundrea_Silva,2,NO_QUERY,2,2,0.52688605,1,positive,positive
you think you could make any concerts not in michigan its quite hard for me to get over there i entered the concert but,Mon May 18 07:20:06 PDT 2009,ShadyBabe87,0,NO_QUERY,0,0,0.7015486,1,negative,negative
had good dreams last night its been a while,Fri May 29 08:06:04 PDT 2009,Dak831,2,NO_QUERY,2,2,0.6532849,1,positive,positive
we lt you tooo,Sat Jun 06 09:01:17 PDT 2009,kelllygraves,2,NO_QUERY,2,2,0.7758954,1,positive,positive
its still degrees outside,Sat May 30 23:06:54 PDT 2009,mrspadfield,0,NO_QUERY,0,0,0.6744273,1,negative,negative
i have a headache but im updating blog soon,Mon May 18 08:04:20 PDT 2009,Nubiasnonsense,2,NO_QUERY,2,2,0.5642347,1,positive,positive
hearing about all these people going to ascot im not going this year unless anyone wants to give me an invite for a corporate tent o,Wed Jun 17 05:46:30 PDT 2009,coscomputing,0,NO_QUERY,0,0,0.7480287,1,negative,negative
sometimes i feel so so emoand i do not know why i feel a song coming on,Tue Jun 02 22:51:59 PDT 2009,superstareve,0,NO_QUERY,0,0,0.7977341,1,negative,negative
i want to watch transformers dear robots hurry up,Mon Jun 22 20:40:57 PDT 2009,mariakaffa,0,NO_QUERY,0,0,0.7936538,1,negative,negative
of to play xbox rain outside hope it wont rain next week for download,Sun Jun 07 06:22:57 PDT 2009,LegendaryGaz,0,NO_QUERY,0,0,0.7473834,1,negative,negative
aww i want the warm weather back its was soo nice i hope its not cold for drayton manor s x i planned my outift like a month ago,Sat Jun 06 03:38:10 PDT 2009,indialauren,0,NO_QUERY,0,0,0.75832576,1,negative,negative
sunday morning its sunny im gonna go for a run,Sat May 16 23:55:46 PDT 2009,luc4982,2,NO_QUERY,2,2,0.89151084,1,positive,positive
yes i love them weird science better off dead breakfast club sixteen candles yeah,Sun Jun 07 20:43:26 PDT 2009,imanwilliams,2,NO_QUERY,2,2,0.8973062,1,positive,positive
awwe realli that sounds fun,Sun Jun 07 12:05:52 PDT 2009,The_Real_Luigi,2,NO_QUERY,2,2,0.8307168,1,positive,positive
being in paradise is apparently creating some sort of distorted sense of reality in your brain go magic,Sun May 17 11:36:23 PDT 2009,johndebo,2,NO_QUERY,2,2,0.72614926,1,positive,positive
sorry i missed your earlier tweets petemade myself have twitter free time day thanks the twitterholics support,Sat May 02 04:16:37 PDT 2009,pink2xs,2,NO_QUERY,2,2,0.79679155,1,positive,positive
there can be miracles when you believe though hope is frail its hard to care who knows what miracles you can achieve sings,Sat May 02 05:47:43 PDT 2009,NadiaFN,2,NO_QUERY,2,2,0.60666347,1,positive,positive
do it call me,Sat Jun 06 04:48:42 PDT 2009,ohyogi,2,NO_QUERY,2,2,0.8005572,1,positive,positive
actually i hate bikinis i wore my other one yesterday,Sun Jun 21 07:50:10 PDT 2009,NikiJ2011,0,NO_QUERY,0,0,0.8241371,1,negative,negative
done with sound check now i just gotta get my little girl ready for church it helps living minutes away,Sun Jun 07 06:59:15 PDT 2009,erikreagan,2,NO_QUERY,2,2,0.69815487,1,positive,positive
boooooooorrrrrrrrrreeeeeeeeeeedddddddddd and got the cold,Sat Jun 20 18:27:50 PDT 2009,tahlia66,0,NO_QUERY,0,0,0.8825664,1,negative,negative
yeah im good now thaaaaaaaaaaank youuuuuuuuuuuuu,Fri Jun 05 14:13:11 PDT 2009,coolasskelton,2,NO_QUERY,2,2,0.84840745,1,positive,positive
jozef gets hypnotized by music i wonder where he got that from,Sun May 31 06:29:13 PDT 2009,KeithPaulJason,2,NO_QUERY,2,2,0.69480354,1,positive,positive
okill find the twitvite when i get in front of a computer and ill rsvp,Fri May 22 07:25:44 PDT 2009,StyleNBeautyDoc,2,NO_QUERY,2,2,0.8125881,1,positive,positive
scheme or plot are the words id suggest but yes,Sun May 03 03:52:46 PDT 2009,Singularity,2,NO_QUERY,2,2,0.83792466,1,positive,positive
must go see the hangover,Sat Jun 06 00:01:23 PDT 2009,koolpersonrockz,2,NO_QUERY,2,2,0.7936013,1,positive,positive
im missing out on meeting bruce campbell right this moment,Sat Jun 06 11:26:52 PDT 2009,DavidTheStrange,0,NO_QUERY,0,0,0.8544933,1,negative,negative
dmed you back maam,Sat May 30 10:17:50 PDT 2009,MaybeMyBaby,2,NO_QUERY,2,2,0.6463142,1,positive,positive
haha im doing well im jus about to go get my report card from school then im going to a wedding laterr haha wbu,Sat Jun 06 06:01:12 PDT 2009,zacwoodward,2,NO_QUERY,2,2,0.80735785,1,positive,positive
people i may should know via,Mon Jun 01 14:52:24 PDT 2009,mariosundar,2,NO_QUERY,2,2,0.8421158,1,positive,positive
of course thanks babes no big party this year i kept it lowkey with carla now in vegas,Fri May 22 00:02:28 PDT 2009,iamdionnamarie,2,NO_QUERY,2,2,0.65917706,1,positive,positive
and the loser not only donates to charity but sings in public this could get interesting very fast,Sat May 30 06:30:28 PDT 2009,Starshadow,2,NO_QUERY,2,2,0.8762915,1,positive,positive
dont be jealousbe proud i did it alone i didnt last long couldnt get anyone to talk to me,Fri Jun 19 15:26:17 PDT 2009,jinka_jennifer,0,NO_QUERY,0,0,0.71168876,1,negative,negative
designers and the need to get disconnected you are not the only one,Sat Jun 06 21:47:22 PDT 2009,megan_e_allen,2,NO_QUERY,2,2,0.59694594,1,positive,positive
what i tried to say was it seems like the people of facebook dont agree i guess i fail cries,Fri May 29 16:03:52 PDT 2009,MiDesfileNegro,0,NO_QUERY,0,0,0.8294918,1,negative,negative
unfortunately they want me to pay a tenner just cause i have a touch miss gen gets it for free on her iphone,Thu Jun 18 11:07:59 PDT 2009,bunnyman2112,0,NO_QUERY,0,0,0.85930514,1,negative,negative
i feel like i have s much to do today but i cant remember any of it oh well going to the pool til i remember lol,Tue Jun 23 08:28:47 PDT 2009,AdrienneNycole,0,NO_QUERY,0,0,0.83743316,1,negative,negative
feels sleepy again side effect of the medicine,Tue Jun 02 02:29:32 PDT 2009,AngelwithShoes,0,NO_QUERY,0,0,0.8851534,1,negative,negative
otay i will see if i can come visit fashion show ooo la la ive never been to one before haha,Sun May 17 08:27:51 PDT 2009,fluxystar,2,NO_QUERY,2,2,0.81564105,1,positive,positive
just home from being with mates won no money gambling,Mon Apr 20 05:03:50 PDT 2009,Jac89p,0,NO_QUERY,0,0,0.70553833,1,negative,negative
oh don worry ull b fine jus take a good book wid ya or some noce movie in ur ipod keeps ya relaxed xxx,Mon Jun 01 10:18:30 PDT 2009,smacula,2,NO_QUERY,2,2,0.8967079,1,positive,positive
call of duty waw map pack th june,Sat Jun 06 05:02:32 PDT 2009,Codeyswearse,2,NO_QUERY,2,2,0.6982093,1,positive,positive
survived netball thank god the need to hit c didnt arise full game at wd was tiring enough oh and we won,Sun May 31 07:08:03 PDT 2009,bilff,2,NO_QUERY,2,2,0.58230156,1,positive,positive
trust me if i could do so i would have downgraded to ps cs normal edition while upgrading to cs this time,Wed May 13 23:20:22 PDT 2009,PatchouliW,0,NO_QUERY,0,0,0.6714497,1,negative,negative
hour minutes still on,Wed Jun 17 05:29:37 PDT 2009,Kristin61378,0,NO_QUERY,0,0,0.73192966,1,negative,negative
you need to post that to he always has isms going on around here,Sat May 02 04:36:48 PDT 2009,ncteacher77,2,NO_QUERY,2,2,0.84494007,1,positive,positive
quotno anestisia for you since it doesnt work on you anywayquot,Tue Jun 16 15:11:43 PDT 2009,mekatek,0,NO_QUERY,0,0,0.5441228,1,negative,negative
wonders who derrick rose is and why is everyone talking about him hahaha sorry wala akong alam sa nba,Sun Apr 19 08:23:58 PDT 2009,Waley,0,NO_QUERY,0,0,0.70949996,1,negative,negative
cool ill see you after work then def have to work on the thursday boo,Mon Apr 20 03:38:12 PDT 2009,theellibu,0,NO_QUERY,0,0,0.7278388,1,negative,negative
done packing,Fri May 22 00:24:59 PDT 2009,mobiledavidd,2,NO_QUERY,2,2,0.628921,1,positive,positive
who are you asking to call you you have to quotquot that person,Thu May 28 21:01:37 PDT 2009,Margaret76,2,NO_QUERY,2,2,0.841153,1,positive,positive
mr men at the range just been in to kidderminster the range and they have lots of mr men stuff,Sun May 10 04:18:04 PDT 2009,UKScrappers,2,NO_QUERY,2,2,0.8200191,1,positive,positive
football tonight so get to wtch friendss,Thu May 14 08:29:10 PDT 2009,EmilyMonteith,2,NO_QUERY,2,2,0.83274746,1,positive,positive
two words monday moring,Mon May 18 04:26:48 PDT 2009,ahoskinss,0,NO_QUERY,0,0,0.5278878,1,negative,negative
at eurovision hadises microfon goes on and off fun it was a bit boring noray yay iiiuu germanys song was like said iiiuuu,Sun May 17 03:31:25 PDT 2009,AlishesArzu,2,NO_QUERY,2,2,0.50170267,1,positive,positive
i saw another golden hour,Tue Jun 16 03:07:20 PDT 2009,rinintya,2,NO_QUERY,2,2,0.8018778,1,positive,positive
i cant receive quotequot in germany but i will search the video in the internet,Thu Jun 25 02:05:07 PDT 2009,LoyalSteffRose,0,NO_QUERY,0,0,0.67530924,1,negative,negative
just got home was flying in the sky but not anymore,Fri Jun 19 22:28:43 PDT 2009,kkmac3,0,NO_QUERY,0,0,0.8921397,1,negative,negative
shag is good busy as always i was out and about most of the weekend and watching naruto,Tue Apr 21 00:21:00 PDT 2009,bkGirlFriday,2,NO_QUERY,2,2,0.8651998,1,positive,positive
where do i report in im updating it on my blog via wordcount meter that count,Sun May 10 20:36:47 PDT 2009,ashleynewcomb,2,NO_QUERY,2,2,0.8714951,1,positive,positive
yawn in work anyone wanna bring me a starbucks,Tue Jun 16 01:48:25 PDT 2009,omgmashed,0,NO_QUERY,0,0,0.62232506,1,negative,negative
