text,date,user,sentiment,query,uncertainty_baseline,uncertainty_sngp
i am lost please help me find a good home,Sun May 17 10:29:11 PDT 2009,lost_dog,0,NO_QUERY,0.06377038,0.17487693
haha its going to be awesomeeee,Mon Jun 01 05:35:49 PDT 2009,catty_,2,NO_QUERY,0.0734552,0.15047282
gmornin friends the sun is shinin and life is sweet enjoy your day,Tue Apr 07 06:35:15 PDT 2009,malia111,2,NO_QUERY,0.052081905,0.12910324
clapclaphappy for lindsay,Tue Jun 16 01:14:22 PDT 2009,imChildish,2,NO_QUERY,0.09341023,0.45016074
knocking is an amazing song and the singer is cute,Sun Jun 07 03:29:51 PDT 2009,vimtogirl,2,NO_QUERY,0.026186261,0.10750222
having car trouble in torrance,Sat Jun 06 15:20:34 PDT 2009,lani218,0,NO_QUERY,0.083203554,0.29117998
ughhh i need an umbrella,Sat May 02 10:17:20 PDT 2009,StarlettWolf,0,NO_QUERY,0.08377027,0.1002112
he says hey,Sun May 03 01:15:50 PDT 2009,Stefachino,2,NO_QUERY,0.057446435,0.18412359
green day tour here we come,Fri Jun 05 23:27:16 PDT 2009,chynnasaur,2,NO_QUERY,0.042975765,0.19998907
awww thats so cute,Thu Jun 04 09:27:41 PDT 2009,lovey83,2,NO_QUERY,0.09898741,0.34247667
oh my god left dead yay no more zoey or francis makes me sad though,Mon Jun 01 12:49:22 PDT 2009,octopuscandy,0,NO_QUERY,0.053573888,0.11717168
idk why its not working,Sat Jun 20 11:58:30 PDT 2009,AshleyTyan,0,NO_QUERY,0.052716576,0.10462609
im sitting at home waiting to go out it sux cuz i dont feel good,Mon Jun 15 19:36:38 PDT 2009,824462,0,NO_QUERY,0.075289205,0.14862719
i like people to reply to my tweets,Mon Jun 15 09:46:25 PDT 2009,altonkeh,2,NO_QUERY,0.08158472,0.3440395
just finished watchin the hills now mtv awards,Sun May 31 18:06:35 PDT 2009,karolinacieslak,2,NO_QUERY,0.037744366,0.2369711
i have spent the day in the sun the stable and with friends an amazing day,Sun May 31 10:55:36 PDT 2009,xxsara,2,NO_QUERY,0.044323396,0.16349003
how important is ritual in your tarot readings how much is just a dramatic flourish,Tue Apr 21 00:46:31 PDT 2009,TABItarot,2,NO_QUERY,0.08509247,0.33833146
you moved to the oc and you make dinner that is sweet,Mon Jun 15 20:59:09 PDT 2009,chiropractic,2,NO_QUERY,0.0925733,0.21866152
i have mtv but they dont even air it here untill thursday which totally sucks,Sun May 31 05:03:52 PDT 2009,jools_dk,0,NO_QUERY,0.09481512,0.1525012
mwah ha haim seeing you this evening,Sat May 02 01:57:05 PDT 2009,star_girlsophie,2,NO_QUERY,0.065600336,0.18829957
quotdont speak liarquot is my favorite of your songs im looking forward to hearing it in orlando get well soon hugs,Mon Apr 06 22:53:49 PDT 2009,NOELAINE,2,NO_QUERY,0.045186874,0.14561614
chillen wit andie havin a blast as usual,Sun May 31 17:22:02 PDT 2009,derricksgirl,2,NO_QUERY,0.038007285,0.17733987
almost fell out of bed this morning not a nice way to wake up,Wed Jun 03 04:23:36 PDT 2009,Bee90,0,NO_QUERY,0.07045316,0.24998373
hi lol i figured out how to do it,Fri Jun 05 22:12:40 PDT 2009,Alexaxxanne,2,NO_QUERY,0.07263017,0.20949756
if you love what you do its fun and games everyday the way it should be thanks for the shout jimi,Thu May 14 06:27:55 PDT 2009,gacconsultants,2,NO_QUERY,0.06008002,0.14445567
has a lesbian crush on megan fox and cant wait for the second transformers movie,Sun May 31 11:18:02 PDT 2009,SaraBeara23,2,NO_QUERY,0.09181471,0.18970671
well hey there u having an awesome day too,Mon Jun 01 09:49:44 PDT 2009,melody,2,NO_QUERY,0.03330324,0.10443117
first time driving into waterloo had a great hearttoheart with parents,Sun May 10 18:51:15 PDT 2009,traaai,2,NO_QUERY,0.05127898,0.18481109
watching movies and eating candy,Fri Jun 05 15:15:30 PDT 2009,emilymariebrown,2,NO_QUERY,0.037293408,0.11898635
have fun wish your mums a happy mothers day for us,Sun May 10 01:31:56 PDT 2009,thestar_rage,2,NO_QUERY,0.086558625,0.41357818
i miss you,Thu May 28 21:23:58 PDT 2009,hdeck,0,NO_QUERY,0.08466305,0.11017673
alex hottie marshall flipped that cub makes him more adorable,Sat May 30 15:27:53 PDT 2009,samdagame2,2,NO_QUERY,0.05185231,0.24346313
peace arcoiris easy oops over and out felicidades para ti,Mon Jun 15 09:42:14 PDT 2009,ruivo,2,NO_QUERY,0.046703447,0.26599708
woah that sharing stuff sounds awesome and ack i missed the halo preview,Mon Jun 01 12:21:11 PDT 2009,durangodawg13,0,NO_QUERY,0.071726836,0.44891894
thank you ate,Sun Jun 07 04:26:50 PDT 2009,Bounce12,2,NO_QUERY,0.0744766,0.12205193
it is funny,Sun May 17 03:30:52 PDT 2009,HelloLizzi,2,NO_QUERY,0.037068605,0.1506452
thank you,Fri May 29 19:34:51 PDT 2009,dauche,2,NO_QUERY,0.06834935,0.122505136
the yummy kind,Sat May 30 04:35:26 PDT 2009,Redjotter,2,NO_QUERY,0.06014873,0.21641256
my fishy died,Mon Jun 01 16:12:24 PDT 2009,animefan13,0,NO_QUERY,0.06873965,0.11983539
sunday morning its sunny im gonna go for a run,Sat May 16 23:55:46 PDT 2009,luc4982,2,NO_QUERY,0.09925538,0.34437606
well no sushi date tonight with tyson he had to leave this morning damn inconsistent job,Tue Jun 23 10:48:44 PDT 2009,Jeweliyah,0,NO_QUERY,0.08146373,0.19102061
happy made necklaces in hours lol happy mothers day to all the mothers out there,Sat May 09 23:22:05 PDT 2009,LisaAndSean,2,NO_QUERY,0.042034842,0.20404935
cant watch missys play tomorrow,Sat May 30 07:33:25 PDT 2009,ieadelprado,0,NO_QUERY,0.07219914,0.163396
starting to feel sick again uhoh,Mon Jun 01 05:32:27 PDT 2009,bussobabe88,0,NO_QUERY,0.08792709,0.13376467
i had a great newscast this morning,Mon Apr 20 05:49:22 PDT 2009,farussell,2,NO_QUERY,0.04124163,0.14521348
happy cheery lt pass it on everyone deserves a lil happy cheeriness in their life xo kathie,Thu May 14 00:01:26 PDT 2009,kasperzwhisperz,2,NO_QUERY,0.03365785,0.13232219
absolutely loved that quote its so true and humorous at the same time make it a fabulous day,Sat May 02 08:12:56 PDT 2009,KetelboeterPR,2,NO_QUERY,0.029197883,0.10825987
is off to clearwater to meet my uk friends john amp angeline for the first time in real life be back late nite peeps,Fri Jun 05 09:00:23 PDT 2009,davidspresley,2,NO_QUERY,0.045568857,0.2784816
a im so sorry i totally owe you booze or food or something i feel so bad,Sat May 30 07:46:13 PDT 2009,twilightjumper,0,NO_QUERY,0.076506816,0.13890606
at bjs in cerritos with some of my favorite people oh and dans here too,Sat May 30 21:37:29 PDT 2009,megantatum,2,NO_QUERY,0.04972553,0.23881447
ugh wtf,Sat Jun 20 22:21:58 PDT 2009,juztinxcore,0,NO_QUERY,0.061722342,0.13112067
what happened to the ea trax feature some really good toons on the game but no playlist,Sun May 17 05:04:53 PDT 2009,jevison,0,NO_QUERY,0.05421011,0.1790996
i think this would all be much easier if someone would just give me a car but oprah hasnt returned any of my calls,Mon Jun 22 12:07:13 PDT 2009,meredithcc,0,NO_QUERY,0.07920213,0.4085934
i follow you sincw two weeks but im sad that you nevr write back thats not cool,Tue Jun 02 14:26:26 PDT 2009,Kuhnibert,0,NO_QUERY,0.0814218,0.11374047
just finished talking with the people in vegas,Fri May 01 23:46:30 PDT 2009,bearlovesfuffo,2,NO_QUERY,0.043885678,0.27351984
i love your blog thank you so much for sharing know i ask myself what i will do to transform the world,Tue Jun 16 00:08:15 PDT 2009,DahliaCassandra,2,NO_QUERY,0.0484356,0.100730896
is going to the pub with her boys,Fri May 22 04:07:42 PDT 2009,jmh89,2,NO_QUERY,0.046357505,0.19664648
keep up the good work been watching the ultimate fighter every week team uk is going to win,Sun May 31 14:29:03 PDT 2009,Mark_Mk,2,NO_QUERY,0.06961309,0.2693268
the woman on the right is a friend of mine,Sat May 02 03:46:49 PDT 2009,DanBrusca,2,NO_QUERY,0.06057421,0.22000633
more week july th flolloping just perfectly describes the way she moves my belly hehe,Mon May 04 06:23:56 PDT 2009,stace8383,2,NO_QUERY,0.047989573,0.38506752
bike dropped chain over speedbump no ride and no bike for a little bit,Fri May 29 19:54:16 PDT 2009,jtth,0,NO_QUERY,0.096009634,0.17717415
still no sign of brent looks like dinner alone again,Mon Jun 22 18:44:40 PDT 2009,argamando,0,NO_QUERY,0.046764083,0.20958993
it is with penguin you want to review it,Tue Apr 07 03:14:37 PDT 2009,rgoodchild,2,NO_QUERY,0.03865941,0.18336466
why mc chris why sold out at the show and online tear,Mon Jun 15 18:37:43 PDT 2009,elleeldritch,0,NO_QUERY,0.043331746,0.108938925
cant im in class,Sat Jun 06 15:33:19 PDT 2009,hot2definc,0,NO_QUERY,0.07598509,0.21042806
just found out our artist alley table location for anime expo b for anyone thats attending feel free to stop by,Tue Jun 16 00:32:13 PDT 2009,catnapcaps,2,NO_QUERY,0.051489823,0.12869163
selling back some booksjustins back soon cant wait days left till i can relax,Sat May 02 08:28:07 PDT 2009,live2lovethesox,2,NO_QUERY,0.04556393,0.29211864
watching x lol oh and i finally watche dthe alist awardsi love kathy griffin,Sat Apr 18 23:27:15 PDT 2009,mwizz13,2,NO_QUERY,0.039972086,0.1511566
just watched stepbrothersreally good movie,Sat May 30 08:17:04 PDT 2009,TheDaniater,2,NO_QUERY,0.02862723,0.10995964
just got a call from my wnec friends i miss them,Fri Jun 19 09:58:44 PDT 2009,Kaitohkay,0,NO_QUERY,0.09698144,0.16575998
is struggling to find a jobcurrently overdrawn where the hell am i supposed to find that kind of money this is depressing,Mon Jun 15 02:42:32 PDT 2009,squeekycheese,0,NO_QUERY,0.090619385,0.18169144
not awesome,Sun Jun 14 22:39:34 PDT 2009,fromthestars,0,NO_QUERY,0.09701291,0.20954926
very cute background hun,Sun May 31 23:23:32 PDT 2009,MaryGoonGirl,2,NO_QUERY,0.086281925,0.2520181
well lol just in time i wanted to say thanks for responding it amazes me that i am talking to one of my icons mommys,Wed Jun 03 01:20:05 PDT 2009,oldskool90,2,NO_QUERY,0.081642866,0.22288598
testing some automated mail notifications but mail server seems to be pretty slow,Mon May 04 03:31:10 PDT 2009,marcusbrose,0,NO_QUERY,0.06405081,0.14314677
tko baby go pac man chillin w fams in markham always funnn,Sat May 02 23:09:56 PDT 2009,Lil_JXO,2,NO_QUERY,0.08534634,0.45334703
forget paris on hbowhich just makes me miss paris and the nba,Mon Jun 15 22:03:33 PDT 2009,courtside,0,NO_QUERY,0.08881381,0.21065982
any suggestions for inear noise cancelling headphones i broke mine,Wed Jun 17 03:53:03 PDT 2009,brianppprs,0,NO_QUERY,0.08970345,0.3156041
havent tweeted in forever im so sorry,Mon Jun 01 12:18:54 PDT 2009,lveydvey,0,NO_QUERY,0.050435614,0.1354097
mcdonald breakfast hit the spot,Wed Jun 03 06:55:00 PDT 2009,miajess03,2,NO_QUERY,0.03980058,0.12730688
eeeeee i have spring fever sooooo bad i want to get out there and play in the dirt but theres nothing to plant yet,Mon May 04 07:19:24 PDT 2009,devilsplay,0,NO_QUERY,0.06937057,0.12813273
yah feeling better and had a beaut day sophie razzing it at the skateboard park at all of yrs and charli happy at school,Mon May 04 01:43:06 PDT 2009,sarahlee74,2,NO_QUERY,0.035205215,0.21842912
heres the link,Sun May 31 03:21:54 PDT 2009,fryfan20,2,NO_QUERY,0.075089544,0.15180108
wolverine mmmmm,Sun May 03 00:15:00 PDT 2009,char_maine,2,NO_QUERY,0.09151216,0.34517917
far julianne isnt performing anymore,Sat Jun 06 12:50:42 PDT 2009,TheVictoriaRdgz,0,NO_QUERY,0.048455134,0.16708988
greek is like the best show ever to bad it is gone until aug,Mon Jun 15 22:02:20 PDT 2009,bignik31,0,NO_QUERY,0.074921206,0.34306735
sitting here drinking a screwdriver and watching season of gossip girl i love summer,Sat May 30 22:03:11 PDT 2009,sony0715,2,NO_QUERY,0.071537025,0.15348706
watching it right now and then ill take off thanks and talk to you and tomorrow,Sun May 31 07:23:51 PDT 2009,drops_of_dmb,2,NO_QUERY,0.08347684,0.16885816
wtf i hate public transportation,Sun Jun 07 08:57:19 PDT 2009,emily82891,0,NO_QUERY,0.08465653,0.11653023
what was wrong,Sun May 03 16:28:53 PDT 2009,my_black_heart,0,NO_QUERY,0.07587636,0.1324678
congrats on finishing packing,Sun May 31 08:49:10 PDT 2009,bluereadergal,2,NO_QUERY,0.037860047,0.16445634
sad that smallville is over and mindblown over the fact that jimmy wasnt in fact jimmy,Fri May 22 00:17:58 PDT 2009,Jigga3,0,NO_QUERY,0.06886982,0.13494942
i have my new computer hp,Mon Jun 15 00:16:02 PDT 2009,Grettaviv,2,NO_QUERY,0.053558636,0.19588456
happy days its the weekend,Fri Jun 05 09:53:59 PDT 2009,winnerkids,2,NO_QUERY,0.025658958,0.11783529
finally watching my tape of sundays race day,Tue Jun 02 05:16:02 PDT 2009,kazoojones,2,NO_QUERY,0.05991146,0.11870052
we are missing our little emilys party,Sat Apr 18 14:13:49 PDT 2009,crystalina,0,NO_QUERY,0.086748786,0.19561413
it does im sorry,Sun Jun 07 13:45:01 PDT 2009,crankydragon,0,NO_QUERY,0.048750956,0.13043125
trashcan frisbee having manicures and going to the barr w my lesbiansss loveeee ittttt,Mon Jun 15 18:05:41 PDT 2009,aspad43,2,NO_QUERY,0.072594106,0.3712561
at the mall w ampamp,Mon Jun 15 14:06:54 PDT 2009,mihsmoogah,2,NO_QUERY,0.051937304,0.22299315
home now make sure to watch anand chandrasekhers keynote at next weeks computex im the one who set up and tested the demo machines,Tue May 26 22:55:27 PDT 2009,bismark,2,NO_QUERY,0.069149055,0.18167013
you on jimmy fallon show last night i cant watch you coz im in indonesiaso sadbut im still looking on youtube,Thu Jun 18 00:12:04 PDT 2009,IrineFerlian,0,NO_QUERY,0.07944313,0.16097605
floozied up sounds good,Fri May 29 17:55:32 PDT 2009,EclipseGFX,2,NO_QUERY,0.063373774,0.15859124
new phone,Sat May 02 23:39:58 PDT 2009,jujubeanx,2,NO_QUERY,0.09740715,0.15483037
good morning lady bright as always i see grin hows the sunday,Sun May 31 02:38:01 PDT 2009,3CB,2,NO_QUERY,0.056906555,0.15051441
thanking my momm for all that she does,Sun May 10 09:34:38 PDT 2009,MeganAMcc,2,NO_QUERY,0.077743724,0.29267368
so within three hours of getting my laptop it wont boot what is wrong with me,Thu Jun 18 07:36:01 PDT 2009,phrkonaleash,0,NO_QUERY,0.07812825,0.12657085
get followers a day using once you add everyone you are on the train or pay vip,Mon Jun 15 12:08:45 PDT 2009,tweeteradder20,2,NO_QUERY,0.043460153,0.10570659
awesomeill let u kno when im goinall i here is great reviews def gonna watch,Sun Jun 07 00:41:22 PDT 2009,MSUgirl3,2,NO_QUERY,0.0757304,0.16567269
is sick damnit y does my body hate me tt,Sun Jun 07 10:35:41 PDT 2009,stephhsia,0,NO_QUERY,0.078752786,0.112930305
homework,Sat Apr 18 23:10:04 PDT 2009,briannatruong,0,NO_QUERY,0.08746438,0.19196668
summer sucks sometimes no good tv all repeats,Thu Jun 18 17:15:08 PDT 2009,mmk102576,0,NO_QUERY,0.0666984,0.18317777
why does everyone fall asleep before me its not fair,Mon Jun 15 02:30:26 PDT 2009,PrettyMuchSham,0,NO_QUERY,0.051491585,0.10506264
just got back from a decent lunch with an old friend,Sun May 17 11:23:43 PDT 2009,faithe113001,2,NO_QUERY,0.07675678,0.17985232
jk u can come over lunch arrachera arroz frijoles sound good,Sun May 31 08:53:01 PDT 2009,GreenEyes1278,2,NO_QUERY,0.08397909,0.26613733
angels and demons was incredible a worth while viewing,Sun Jun 07 15:52:27 PDT 2009,SimonH1991,2,NO_QUERY,0.052292347,0.19304031
playing with lip stup drinkin soy milk,Mon Jun 15 07:07:43 PDT 2009,Joel_State,2,NO_QUERY,0.050627902,0.17141852
woot woot thats my time cant wait,Sat May 30 14:37:46 PDT 2009,ImTribute,2,NO_QUERY,0.05246584,0.28608555
ahhhh eff my phone number got deleted off the device thingy and now its not letting me verify my number so no tweets to my phone,Sat May 02 22:47:16 PDT 2009,karenthecrasian,0,NO_QUERY,0.09806192,0.13606581
aw thats sweet kinda made me smile,Mon Jun 15 07:33:57 PDT 2009,lilacgirl,2,NO_QUERY,0.07440051,0.19078887
hockey was fun today,Tue Jun 16 01:16:28 PDT 2009,nataliekiddo,2,NO_QUERY,0.09034747,0.29883602
my sadness of the weekend was that the brothers bloom was only a limited release,Sun May 17 03:58:20 PDT 2009,hollygolightlee,0,NO_QUERY,0.06838065,0.29914144
awesome an old lady drove into our new car while it was parked only miles on it and a smashed fender,Sat May 16 21:19:08 PDT 2009,zenwheel,0,NO_QUERY,0.076698646,0.5201242
goodnight sweet dreams have a good night tomorrow night if i dont tweet you earlier,Sat Jun 06 06:21:07 PDT 2009,MichaelMcNeill,2,NO_QUERY,0.07027637,0.17201743
cool photo is that outside your place,Mon May 04 05:23:41 PDT 2009,Boko22,2,NO_QUERY,0.046398282,0.12802334
sunburnt really really badly dont seem to wanna stop peeling,Fri Jun 05 16:21:55 PDT 2009,ljhopper,0,NO_QUERY,0.07479586,0.16035637
no mountainbike world cup in southafrica in,Fri Jun 19 10:41:56 PDT 2009,ross_bateman,0,NO_QUERY,0.07580669,0.2596703
have just submitted to the twitter app directory,Sat Jun 06 05:26:49 PDT 2009,Whatleydude,2,NO_QUERY,0.064071305,0.113501236
sure thing girl,Sat May 30 09:03:28 PDT 2009,unitechy,2,NO_QUERY,0.057953052,0.25744605
youre in the clear for now p,Mon Jun 15 13:48:21 PDT 2009,gabboucla,2,NO_QUERY,0.09553632,0.33426446
facking blocked nose,Fri Jun 19 09:56:04 PDT 2009,edenisrandom,0,NO_QUERY,0.0836139,0.1620714
broke my french blackberry,Mon May 18 07:42:16 PDT 2009,lovinglifeyann,0,NO_QUERY,0.0765454,0.19722539
dchelseaparadiso the video doesnt show up on yahoo i wanna see it already,Mon Jun 15 21:49:03 PDT 2009,Julien_Cassidy,0,NO_QUERY,0.093232945,0.25357065
i lovee progressive commercials flos grrreatt lt,Sat Jun 06 19:12:31 PDT 2009,bamitsalexis,2,NO_QUERY,0.06168714,0.38404056
eating mcdonalds waiting for nichoooooolas and count d this was an amazing night just what i need im sad about snack size though,Fri May 22 01:11:49 PDT 2009,jessbecauseiam,0,NO_QUERY,0.073764816,0.22233407
please look at this remember funny,Mon Jun 15 10:14:56 PDT 2009,malumello16,2,NO_QUERY,0.089788124,0.17019828
looks like i wont be going to the wedding after all damnnn transportation,Sat May 30 10:23:41 PDT 2009,OlaOlie,0,NO_QUERY,0.09661445,0.19582708
wahliowmicheal is so heartlessi am so hungry and hes not willing to help me buy food,Sat May 16 23:03:56 PDT 2009,FeeDidy,0,NO_QUERY,0.06839211,0.10503638
morning vacation in italy at home playing with quothot wheelsquot with the kids a tiger eats the car randomly during the race cool,Tue Jun 02 01:18:38 PDT 2009,filos,2,NO_QUERY,0.039033104,0.1742368
out at my friends quotungraduation partyquot bbl sexy people,Sat Jun 06 12:12:13 PDT 2009,keridabum,2,NO_QUERY,0.039839372,0.13462718
watched the speidi special missin already were left w kristens annoying voice amp speidi gag most annoying couple ever,Tue Jun 02 22:02:20 PDT 2009,jrae_dotcom,0,NO_QUERY,0.069067754,0.32656914
thats a wonderful feeling to wake up with,Fri May 22 06:51:41 PDT 2009,roseofdusk,2,NO_QUERY,0.048465665,0.13838653
your even more amazing the new cd sounds savage savage is a good word used in ireland l love you xxx,Fri Jun 05 09:22:52 PDT 2009,sorcha_d,2,NO_QUERY,0.071693115,0.15527302
lol i have no problems with matching skirts or outfits,Fri May 29 00:50:05 PDT 2009,Mona26,2,NO_QUERY,0.04051401,0.36545455
doing a new clean instal on my comps ganna get a new start,Wed Jun 03 02:44:10 PDT 2009,Im_Mannyb,2,NO_QUERY,0.052662708,0.1969794
dm me for a bit more info,Mon Jun 15 23:27:54 PDT 2009,daveking,2,NO_QUERY,0.058505304,0.26608592
cant wait to finally see hannah ah,Sun May 03 16:28:51 PDT 2009,Jesssiiicaaaa,2,NO_QUERY,0.082272686,0.12627257
well turns out there were no good walls not in the whole house everywhere is so dark,Tue Jun 02 03:41:40 PDT 2009,owlonthesill,0,NO_QUERY,0.09113493,0.17014857
hope you have a really good time over there,Tue Jun 02 03:25:16 PDT 2009,siriuslyhazzap,2,NO_QUERY,0.06617021,0.14871469
fearne so good to see you here ive been following your work since ages,Tue Apr 07 05:04:54 PDT 2009,fashioncheater,2,NO_QUERY,0.084842205,0.21327926
ooooh now i see it thats hilarious u were so adorable werent you,Sat Jun 06 21:53:09 PDT 2009,RayleneOrnelas,2,NO_QUERY,0.08876633,0.24301857
just woke up from one of her best sleeps in a looooong time i love the weather,Fri Jun 05 21:08:37 PDT 2009,reeyowjowrowlan,2,NO_QUERY,0.03764642,0.21615475
home sick tooth ach,Mon Jun 15 06:43:13 PDT 2009,ZiaHussain,0,NO_QUERY,0.03388347,0.10170992
i miss you jill things wont be the same without my defender,Sat May 30 21:26:14 PDT 2009,Jordanpk2,0,NO_QUERY,0.08706606,0.17809953
its so sunny here today love it,Fri May 29 01:17:38 PDT 2009,lcooke83,2,NO_QUERY,0.04620145,0.16050102
my broken leg has forced me to catch up on my paperwork thats the good news the bad news my leg hurts,Fri Jun 19 18:15:22 PDT 2009,christinamon,0,NO_QUERY,0.05410009,0.114426225
im feeling ecstatic i met james matthews and josh wilkinson and got james towel xd maan my ears are still ringing and my throat hurts,Tue Apr 07 04:18:15 PDT 2009,LoopyLauraa,0,NO_QUERY,0.06393025,0.10977911
lmao awesome,Fri May 29 13:26:08 PDT 2009,RainbowConverse,2,NO_QUERY,0.046394806,0.14061764
thinking of coming along so it may be a fun time for all,Thu May 28 23:34:50 PDT 2009,SCENARMobile,2,NO_QUERY,0.08485544,0.27553278
i wish i could but i dont think its worth the hour drive,Fri Jun 05 14:32:46 PDT 2009,mojane2,0,NO_QUERY,0.08482264,0.15306437
i cant wait to see my loves in cleveland tomorrow the mtv movie awards are gonna rock,Sat May 30 20:16:41 PDT 2009,twinkles86,2,NO_QUERY,0.088732935,0.1993461
george we missed you so much btw happy belated birthday hope you had a blast on your birthday,Sun May 03 17:29:10 PDT 2009,clu3l3ss_x,2,NO_QUERY,0.095622234,0.17107339
yeah that sucks will miss the friday show but i have rehearsals that are going to run too late for me to be there,Tue Jun 02 23:14:13 PDT 2009,davebasaraba,0,NO_QUERY,0.08804106,0.18991134
thank you god for making it friday so fast,Fri May 22 05:02:31 PDT 2009,WeRespectMiley,2,NO_QUERY,0.093149945,0.15464745
hi guys i feel so alone here on twitter world,Sat May 30 16:52:26 PDT 2009,Kemiskye,0,NO_QUERY,0.09513695,0.28461286
stay your behind a very nice one at that inside ill enjoy it enough for us both since im such a great friend,Sat Apr 18 08:01:30 PDT 2009,MrRyanDee,2,NO_QUERY,0.07116432,0.17741647
good u home safe get well c u sunday thanx sharing awesome knight,Mon Jun 15 04:34:01 PDT 2009,EnglishGirlinNY,2,NO_QUERY,0.039075717,0.16509613
how nice that you hung out with charles shaughnessy yesterday did it remind you about good times,Sun May 03 09:46:55 PDT 2009,annie_swe,2,NO_QUERY,0.041828047,0.10671403
bought many many candies to eat at movies today ill watch star trek and up,Fri Jun 05 10:33:26 PDT 2009,Hitzuji,2,NO_QUERY,0.067182116,0.19967932
they were delicious burp,Mon Jun 01 21:06:58 PDT 2009,NicolePeeler,2,NO_QUERY,0.07826794,0.22856852
yo momma so stupid she got stabbed in a shoot out,Sat May 30 09:27:22 PDT 2009,lovelyone80,0,NO_QUERY,0.08347894,0.14611831
thats what my hangover called for strange peach juice how are you this saturday morning,Sat May 30 08:01:02 PDT 2009,TuNicaMami,2,NO_QUERY,0.09121139,0.28978175
ouchie pulled something,Sat Jun 06 20:02:31 PDT 2009,kkiimberrllyy,0,NO_QUERY,0.06721901,0.6731802
new moon,Wed Jun 03 06:14:46 PDT 2009,IngridElise94,2,NO_QUERY,0.03223936,0.13694409
the sun is calling my name,Sun May 31 10:23:27 PDT 2009,kfox24,2,NO_QUERY,0.09031734,0.3624545
awww thank you making you smile huh lol so happy to have you back xxx,Mon Jun 01 11:59:09 PDT 2009,riiaa,2,NO_QUERY,0.052583583,0.107529156
so watz new,Thu May 14 06:43:18 PDT 2009,Love_Magic7194,2,NO_QUERY,0.06592282,0.4156432
wheres all the work gone god this bloody recession is biting now,Wed Jun 03 01:53:08 PDT 2009,KevinsDay,0,NO_QUERY,0.096188135,0.12053593
its a great feeling to be connected to a network of over techies god bless twitter,Mon Jun 15 10:11:07 PDT 2009,justinvincent,2,NO_QUERY,0.042079393,0.15184717
blog site have u or chris ever been on it i only have followers,Mon Jun 15 16:04:33 PDT 2009,wezzbox,0,NO_QUERY,0.08958939,0.4335558
it was fun send me a message on zivity,Wed Jun 03 07:53:56 PDT 2009,KessM,2,NO_QUERY,0.061603647,0.14628902
wow all my friends are leaving,Wed Jun 17 06:14:26 PDT 2009,_luninha,0,NO_QUERY,0.05269691,0.18185589
im pissed my stupid tv doesnt have cmt on it now i cant watch the cma awards fml,Tue Jun 16 16:58:59 PDT 2009,marisatangorra,0,NO_QUERY,0.082602605,0.11424734
your polish is excelent,Sat May 30 15:27:40 PDT 2009,skobalczyk,2,NO_QUERY,0.03870239,0.14872468
standing at south bank looking at brisbane city and it looks really beautiful i may be a pom but im proud to call this place home,Mon Jun 15 01:04:58 PDT 2009,EliaTours,2,NO_QUERY,0.08864003,0.2226463
sorry i cant post another video on youtube right now webcam isnt working right it has too much noise in background,Mon Jun 15 17:20:56 PDT 2009,rockinchick1985,0,NO_QUERY,0.07169264,0.1554871
im going out to look for a purse with my mommy i miss that purse im gonna find it,Mon Jun 15 10:05:53 PDT 2009,LisaHovdelien,0,NO_QUERY,0.09365752,0.17671192
yeah the bracelet you gave john omg i miss them too so much i need to see them again now haha too bad i cant go to warped,Sun May 03 22:00:08 PDT 2009,hillaryxcore,0,NO_QUERY,0.09324882,0.10155201
i dont have dress shoes,Tue Jun 16 12:15:05 PDT 2009,erikflowchild,0,NO_QUERY,0.054990243,0.120351076
ooh me too its awesome,Sun Jun 07 06:27:33 PDT 2009,EvilAlterEgo,2,NO_QUERY,0.055000886,0.14497885
i need a second monitor i cant handle managing the windows with only one,Sun Apr 19 11:45:17 PDT 2009,rebezuniga,0,NO_QUERY,0.08980748,0.118579224
i woke up in a really good mood,Tue Apr 07 05:04:36 PDT 2009,RachelNeff,2,NO_QUERY,0.0582424,0.26167518
chi for the weekend,Fri May 29 12:25:41 PDT 2009,courtbolin,2,NO_QUERY,0.09446874,0.31015402
it makes me sad that i cant have it maybe just one thing after the first exam o,Mon May 18 06:21:24 PDT 2009,Pip2407,0,NO_QUERY,0.074685276,0.12662117
lol i was just listening to that song i wanna kiss u underneath the stars love it cant wait to hear your new track,Sat Jun 06 02:05:31 PDT 2009,AudreyLizeth,2,NO_QUERY,0.09228097,0.17750344
have fun have a drink or for me im sadly not drinking tonight,Sat May 30 15:13:37 PDT 2009,tricey_weesey,0,NO_QUERY,0.06420953,0.30194557
kathy griffin my life on the d list seems so scripted this season so far not feeling it,Mon Jun 15 19:47:36 PDT 2009,jarod1180,0,NO_QUERY,0.09651947,0.4534055
you know you love the hard work and we love your work in return keep up tha good stuff meid fanzzzz lol,Wed Jun 03 02:30:08 PDT 2009,JWmil,2,NO_QUERY,0.08297169,0.28558686
dad will tell me not to use it for like a month again character limit sucks,Sat May 30 01:49:07 PDT 2009,stephannie_x3,0,NO_QUERY,0.08960387,0.16018492
sleepthen hoedown with david and madison,Sat May 16 21:35:03 PDT 2009,Jjwsoftball,2,NO_QUERY,0.0935141,0.26892072
i love bb tweets there so spoilage,Sun Jun 07 12:52:32 PDT 2009,buffdavamp,2,NO_QUERY,0.08999571,0.6177491
