text,date,user,sentiment,query,uncertainty_sngp
waitin for iphone g s in russia,Fri Jun 19 11:35:51 PDT 2009,iPen942,0,NO_QUERY,0.64977884
at workthe first half of the day was stressfulthe second half is chilled have an important meeting tomorrow and campie awards,Fri May 29 02:42:55 PDT 2009,neethiisaac,2,NO_QUERY,0.6964729
thanks for the tweets it says sold out but i thought etsy auto picked up relistings,Sun Jun 07 09:10:59 PDT 2009,NiftyKnits,0,NO_QUERY,0.6774987
gefeliciteerd,Tue Apr 21 00:31:01 PDT 2009,Martinpullen,2,NO_QUERY,0.61494136
ahh sel ur last tweet is totally something i would do hes an idiot i wish i could bring you ice cream or something haha,Tue Jun 16 06:15:32 PDT 2009,aRiellex3,0,NO_QUERY,0.64055514
sighhhhhhhhhhhhhhhhhhhhhhhhhhhhhh the imported ones are always better arent they,Mon Jun 01 06:57:18 PDT 2009,weeweeyun,0,NO_QUERY,0.6317353
hows this for immediate release baseball fanatics place fate of avatars on nearceller dweller series,Fri May 22 07:15:58 PDT 2009,PRtini,2,NO_QUERY,0.65687656
random celine dion owns everything just so all of you know that i really wanted to go see her in vegas but never got the chance to,Sun May 31 10:45:25 PDT 2009,sapphiresmoke,0,NO_QUERY,0.62396693
playing the guitar into ableton live and severely processingmangling the sound to create loops amp soundscapes bliss carry on then,Sat May 30 10:07:30 PDT 2009,scotsnow,2,NO_QUERY,0.63145244
thats awesome lol i live in the west so my accent is boring but i dont sound like a hillbilly cowboy or anything lol,Sun Jun 07 19:18:35 PDT 2009,irishsweetheart,2,NO_QUERY,0.6376296
sundays toast so ff to bed b another week in the boredroom,Sun Apr 19 00:37:52 PDT 2009,DaiDreima,0,NO_QUERY,0.6432866
okay i just twittered like hours ago im still tired what am i doing today lol lets ask branden,Sat Jun 20 12:08:11 PDT 2009,Charissie,0,NO_QUERY,0.6904812
he got me ridin past his bitches house,Sat May 30 14:13:58 PDT 2009,READYaimSMOKE,0,NO_QUERY,0.66408277
i know i have no idea whats causing it cuz it used to not be that way im revamping soon hopefully will find cause,Sun Jun 07 08:43:55 PDT 2009,mawbooks,0,NO_QUERY,0.6736839
off to starbucks right now last hours here,Sun May 31 09:22:30 PDT 2009,_meee,0,NO_QUERY,0.6965953
props on the new spray bottle it makes me want to clean beds nonstop the rest of the grls agree,Sun May 31 08:33:05 PDT 2009,kristinka16,2,NO_QUERY,0.683483
whoa swine flu is spreading be careful everybody,Sun May 03 07:33:24 PDT 2009,Hookney,0,NO_QUERY,0.6882784
i have some problems with flash as who can help me,Tue Jun 02 04:55:09 PDT 2009,Marijn1,0,NO_QUERY,0.6673792
uploading a new video its going to take about an hour and a half to upload though,Sat Jun 06 06:33:27 PDT 2009,Peterson8765,0,NO_QUERY,0.61447006
now puppy you shouldnt eat seatbelts that bad for puppy bellies he cares but thats expenive dad fix too,Sun Jun 21 08:52:11 PDT 2009,Wyldceltic1,0,NO_QUERY,0.68798757
loving lifehubs missing out being indoors,Sat Apr 18 14:44:47 PDT 2009,kelleymoon,0,NO_QUERY,0.66546667
yeahhes cool i like him and desmond though he hasnt done much this season,Sun May 03 17:34:07 PDT 2009,JeremyCShipp,2,NO_QUERY,0.66381663
well i know whats wrong with my spinebut nothing to fix it right now greattime for meds then bed timestory of my life,Fri Apr 17 21:25:21 PDT 2009,xmarycatherinex,0,NO_QUERY,0.65744317
my wish list for today more sleep even more sleep a hr body massage at cozy i dont think any of them will come true,Tue Jun 16 17:38:45 PDT 2009,dessey,0,NO_QUERY,0.63394773
hope everything is ok during these tough timeskeep strong lifes to short for anger keep on singin xx,Wed Jun 03 03:53:44 PDT 2009,DanniLW90,2,NO_QUERY,0.6557948
just get back from school,Mon May 18 03:01:41 PDT 2009,aisyacintantya,2,NO_QUERY,0.64414954
hey heading to bed before billy tells me to get off the computer leave stuff questions whatever,Sat May 02 02:06:59 PDT 2009,HotDogJake,2,NO_QUERY,0.6527314
i wonder whether the caa will ever pay me my money back months and counting,Wed Jun 17 06:05:09 PDT 2009,sophierouse,0,NO_QUERY,0.6389777
awww man runs house is playin too,Mon Jun 22 18:44:04 PDT 2009,Laidbackfella09,0,NO_QUERY,0.6298608
np,Mon Jun 01 02:50:00 PDT 2009,thes_r,2,NO_QUERY,0.68855953
yeah work today never mind only one day then sun sun sun,Thu May 28 23:37:31 PDT 2009,shoptilldrop,0,NO_QUERY,0.69952226
nah im not dancin much this summer tbh havin a baton summer again its thee only time i get a chance,Sat May 02 12:38:24 PDT 2009,zozod,0,NO_QUERY,0.69656557
goin to retrieve our towed car not my fault,Fri Jun 05 14:34:38 PDT 2009,f0ll0wMarf,0,NO_QUERY,0.68379116
sorry at first i didnt see the writing on your handi was blinded by that incredibly gorgeous smile,Sun May 03 17:49:31 PDT 2009,RonGetzLucky,2,NO_QUERY,0.68881106
do not think that is forgivable by a macbook naughty girl,Sun May 10 09:44:19 PDT 2009,an_other,2,NO_QUERY,0.6694318
sadly yes most of the ones ive got have lacked sweetness even nicely perfumed small ones,Sat Jun 20 05:49:37 PDT 2009,megnut,0,NO_QUERY,0.6247575
i miss alreadyyy did you like the season finale andy samberg was so funny at the mma,Mon Jun 01 07:59:49 PDT 2009,EvyNAF,0,NO_QUERY,0.65692073
in other news like a jackass i did gardening in a bikini top now im still translucent on the front and lobsterized on the back ouch,Tue May 26 21:08:43 PDT 2009,corinekimball,0,NO_QUERY,0.665766
i hope they find the passengers of the air france,Mon Jun 01 11:32:00 PDT 2009,squishyfox,0,NO_QUERY,0.6153171
jeez i couldnt stop reading im almost done with it,Sat Jun 06 22:57:29 PDT 2009,hannah_duh,2,NO_QUERY,0.69552934
my kids count down the days till saturday i hope its something they remember all of their lives,Sat May 09 19:16:09 PDT 2009,terrymyers,2,NO_QUERY,0.6953081
i would be there if i couldand im,Fri May 29 07:53:24 PDT 2009,bethlouizmacknz,2,NO_QUERY,0.67123353
basketball lake worth christian pm serious ballers only please,Sun Jun 07 13:11:10 PDT 2009,josiahpotter,2,NO_QUERY,0.65732753
she never called back,Tue Jun 23 15:03:45 PDT 2009,irene_velasquez,0,NO_QUERY,0.61900616
a wouldnt like to think of sore throats in connection with harpersglobe with the state of sparky and all though,Sat Jun 06 02:22:29 PDT 2009,aethre,0,NO_QUERY,0.6846386
hahah operation kidnap,Sun May 03 19:01:13 PDT 2009,almmma,2,NO_QUERY,0.67607415
i thought you might be describing followfriday it is kind of bewildering,Fri May 29 10:00:41 PDT 2009,johnyepes,2,NO_QUERY,0.6956801
thnks for the vote of confidence kaasan but rly anyone can talk about using a fosmid subcloning strategy is clueless,Mon Jun 01 21:53:33 PDT 2009,hafelina,2,NO_QUERY,0.68798965
to be honest i normally find them very good certainly better than hsbc or rbs am on sunday is forgivable downtime,Sun Jun 07 07:50:09 PDT 2009,martiell,2,NO_QUERY,0.6388214
im glad the kittahs are with me so i dont have to be alone,Fri May 29 01:24:11 PDT 2009,LydiaBarling,2,NO_QUERY,0.69444025
sold of urre,Mon Jun 01 10:06:00 PDT 2009,Elricadon,2,NO_QUERY,0.6977914
i went to sleep late again last night and now im paying,Sat May 30 01:23:47 PDT 2009,Your_Secrete,0,NO_QUERY,0.69961995
gonna be late to pick up trod,Fri May 29 21:33:02 PDT 2009,Crystal_Said,0,NO_QUERY,0.6241244
i cant work that from my phone but i think itll overlay green on whatever i upload i need a real computer for this,Thu Jun 18 06:51:57 PDT 2009,Kimber_Ann,0,NO_QUERY,0.6665963
going owt in a bit since its realii sunnyamp try to get a tan not gonna happenim pale lol,Mon Apr 20 03:22:48 PDT 2009,XxTiffanyxX,0,NO_QUERY,0.6845908
whats going on stud,Sun May 17 02:41:11 PDT 2009,adenstonexxx,2,NO_QUERY,0.69000125
lmao u r hysterical so no sammies then ps i can not believe you ate paying vladamir to set up a treadmil lol,Fri Jun 19 12:23:25 PDT 2009,StephanieKingxo,0,NO_QUERY,0.6082052
but thats life so im going to have to live with it even if it sucksoh well,Fri Jun 19 20:17:00 PDT 2009,Stephanie_52,0,NO_QUERY,0.6954316
dont hate me we all have flaws haha,Sat May 30 12:32:46 PDT 2009,waynooooo,0,NO_QUERY,0.6465912
ok so im at lunch yay me rite i hope every ones day isnt rainy as mine,Mon Jun 15 09:25:06 PDT 2009,BillylakeG118,0,NO_QUERY,0.69370276
who says that anyway,Mon Jun 01 06:24:25 PDT 2009,dougdan24,2,NO_QUERY,0.6167442
hope he gets back soon,Tue Jun 16 06:31:43 PDT 2009,THATBIRDIEGIRL,0,NO_QUERY,0.62863255
does the year in india count,Sat May 30 02:04:47 PDT 2009,jedidja,2,NO_QUERY,0.65199244
ughhh i fell asleep on the lounge now i dnt feel so good,Thu Jun 04 22:40:42 PDT 2009,Newy_ShortStack,0,NO_QUERY,0.68090564
phone absolutely out of commission after nineits ok my number will wake up to a blackberrybut it slows down my weekend,Sat Jun 06 17:28:35 PDT 2009,JsoSweet,0,NO_QUERY,0.62845945
at the melting pot happy hour yumm i hope i dont get bad gas from the cheese n beer lol,Tue May 26 22:47:36 PDT 2009,muhmaid,2,NO_QUERY,0.68010676
the day is looking good so far car in for repair at last and a parcel to be delivered,Mon Jun 01 23:38:45 PDT 2009,ladybug8320,2,NO_QUERY,0.6383108
i must defrag my pouter now,Sun Jun 07 11:53:07 PDT 2009,Kaners76,0,NO_QUERY,0.63158715
i think your tweeps are slacking offat one point his lead was down to about but now its over again,Sun May 31 13:26:07 PDT 2009,Huffleduck,0,NO_QUERY,0.6349585
i donated on the siteand i didnt even get a code thats ok though im gonna bring more to the concert great pics by the way,Wed Jun 17 16:52:30 PDT 2009,shawnasstoller,0,NO_QUERY,0.62415016
ouchie pulled something,Sat Jun 06 20:02:31 PDT 2009,kkiimberrllyy,0,NO_QUERY,0.6731802
weekend was easy quotmy shawty is a quot neighbors evaded my traps so i watched motogp unpolite,Mon May 18 01:53:06 PDT 2009,Nziokxs,2,NO_QUERY,0.61896825
class of,Fri May 29 22:52:17 PDT 2009,littlelaurenita,2,NO_QUERY,0.6996392
morning bleezershould be happy but i dnt know tht emotion anymore,Sat Jun 06 09:45:39 PDT 2009,kingdaddy20,0,NO_QUERY,0.6925122
ah the morning after the night before recharged show was a buzz now i have to do very unrock n roll normal type things,Sat Jun 20 03:43:47 PDT 2009,50ftwoman,0,NO_QUERY,0.6710936
i dont think so im filming another travel documentary on satsun ill put the in your acct wish we could see you,Mon May 18 02:56:47 PDT 2009,globetrotteri,0,NO_QUERY,0.62317884
confederations cup horns are the bom lol playing a tape for minutes hopefully wk isnt this annoying,Mon Jun 15 12:51:09 PDT 2009,JavierMoraless,2,NO_QUERY,0.6060261
ronja in east frisia,Sat May 30 08:21:07 PDT 2009,bumgirl,2,NO_QUERY,0.6414645
back in cleveland,Mon May 18 01:50:34 PDT 2009,RJax12,0,NO_QUERY,0.69595647
i just read your blog it was hilarious haha it made me rofl i wish i was in the us so i could see you on tour,Sat May 30 11:08:35 PDT 2009,PaoloAlonso,0,NO_QUERY,0.69495773
twitter is eerily quiet agreeing with that twitter has effectively killed its discovery aspect but replying would hide this,Thu May 14 00:29:06 PDT 2009,tenshirei,0,NO_QUERY,0.69727457
i was just about to say my sister wont let ya hurt me like that and then she post that bullshit no love lol,Sat May 30 16:31:31 PDT 2009,Kristina4ISM,0,NO_QUERY,0.6944593
forcing myself to watch bravo to influence me to get my sew on projects to finish but so little time maybe next time ill save ti,Fri Jun 19 00:41:48 PDT 2009,__Anya__,0,NO_QUERY,0.67560124
haha aww thnx kaysee sorry for late reply phone was on silent good luck on your games today,Sun Jun 07 13:31:39 PDT 2009,briandinosaur,2,NO_QUERY,0.6264863
still loading asot,Sat Apr 18 15:05:01 PDT 2009,tzwinn,0,NO_QUERY,0.64782465
is in science,Mon May 18 01:03:10 PDT 2009,austenp,2,NO_QUERY,0.69264793
back to work now i suppose enjoying the sunshine though,Fri May 22 06:06:28 PDT 2009,crghall,0,NO_QUERY,0.6252961
just got emotional watching james blunts carry you home,Wed Jun 17 04:02:25 PDT 2009,pwbbounce,0,NO_QUERY,0.66242754
nahhhhh not possible he could never hate u funny thing about them sockshe wore them in the mampg in prov lol,Thu Jun 04 10:11:05 PDT 2009,DsBabyGirl,2,NO_QUERY,0.65942
i think i picked the wrong program really debating my career choiceim serious,Sat Apr 18 17:13:32 PDT 2009,lgibbys,0,NO_QUERY,0.69432247
annoyed greg diddnt go through i guess well done holly,Fri May 29 14:30:06 PDT 2009,kirstiie223,0,NO_QUERY,0.6034206
thanks sweetie my wife finished th i finished th no trip to vegas for us,Sat Jun 06 18:58:28 PDT 2009,ronreddog,0,NO_QUERY,0.6411867
i love bb tweets there so spoilage,Sun Jun 07 12:52:32 PDT 2009,buffdavamp,2,NO_QUERY,0.6177491
just cleaned mii scrolly ball,Sat May 09 21:56:18 PDT 2009,taylormonet23,2,NO_QUERY,0.6681019
its looks like the lounge is creeping into the coldplay subforum,Mon Jun 01 02:07:23 PDT 2009,butadream,0,NO_QUERY,0.68734324
oooh noice our summer is looking very busy too if there is free time and if my visa gets sorted we should meet up,Mon May 11 23:03:40 PDT 2009,Mediamum,2,NO_QUERY,0.6342465
im red boo how short,Sat Jun 06 04:53:27 PDT 2009,ablackpanda,0,NO_QUERY,0.6372597
how many hours are productive in a day do you really need to be hours in an office i think not i hope this will change soon,Wed Jun 03 07:12:57 PDT 2009,atamayo,0,NO_QUERY,0.6921246
most likely down my local pub,Tue Jun 16 08:28:46 PDT 2009,Punkmunkyuk,2,NO_QUERY,0.6559974
so youre saying im wack aww,Sun Jun 07 08:33:29 PDT 2009,bitchville,0,NO_QUERY,0.62829876
thanks i should just rest but i have a busy day and deadlines,Thu Jun 25 07:36:16 PDT 2009,maddyhubba,0,NO_QUERY,0.6916224
omg you got to be fucking kidding me,Mon Jun 15 08:30:08 PDT 2009,DeeFrey,0,NO_QUERY,0.6605263
please please the only thing i want is you checkin my web dedicated to u,Sat Jun 06 13:16:58 PDT 2009,shhlaaliew,2,NO_QUERY,0.69394267
studying for a test on a sunday,Sun May 03 10:06:10 PDT 2009,BetsyK93,0,NO_QUERY,0.6540195
so proud of everyone this season will miss those of you leaving and cant wait til next season for more times with those returning,Sat May 30 20:27:01 PDT 2009,DerekMacario,2,NO_QUERY,0.6586075
but your getting married in two days,Thu Jun 04 10:53:54 PDT 2009,ashleyc33,2,NO_QUERY,0.6060505
my moms letting me drink amaretto slush today mmm,Sat Jun 06 14:07:17 PDT 2009,kellydonlan,2,NO_QUERY,0.60702735
perhaps this might be true however it make the follically challenged individual look like one,Fri May 29 21:51:52 PDT 2009,Project_2501,2,NO_QUERY,0.60189366
not sure when im camping just yet but a trip to joshua tree or death valley is in the works,Mon Jun 01 15:33:07 PDT 2009,18percentgrey,2,NO_QUERY,0.66816187
bored listening music just kinda woke up from falling asleep on the chair i luv him sooooo muchlt,Sun May 31 15:07:34 PDT 2009,bailey_ann_13,2,NO_QUERY,0.69504523
i supposed to list my name in the philippines its too late to realize i have enlisted my name in singapore hahaha lol,Tue Jun 16 00:06:16 PDT 2009,lemmyxuz,2,NO_QUERY,0.6888108
a day of cleaning and pampering at the salon,Mon Jun 01 09:41:49 PDT 2009,609Princess,2,NO_QUERY,0.6324582
i wasnt going to prybut as long as your day went great thats all i need to know,Sun May 17 23:13:56 PDT 2009,theIntriguing1,2,NO_QUERY,0.6699519
i gots my teefs did and now my mouf tastes like rubbah,Tue Jun 23 15:57:54 PDT 2009,jmtotten,0,NO_QUERY,0.69044536
feeling lost without my pnasty he is off having an adventure with my dad and brothersugh come home soon my lovelt,Fri Jun 19 12:49:47 PDT 2009,kaylaaleeann,0,NO_QUERY,0.66843545
needs to buy more csi cause he basically seen all of these like times or more,Sun Apr 19 00:25:04 PDT 2009,xdarrynashleyx,0,NO_QUERY,0.68041563
has lots of interstate trips coming up,Sun May 03 21:06:34 PDT 2009,brodes13,2,NO_QUERY,0.683835
lmao yea dats him he dnt even talk to me i hit him up amp he ignores me lol,Sat May 30 22:49:03 PDT 2009,kiannabanks,0,NO_QUERY,0.66435033
okay but only cuz youve been dealing with this s longer,Sat Jun 06 16:18:03 PDT 2009,flipflops,0,NO_QUERY,0.6827577
i cannot wait until i can finally turn that monfri alarm off for summer three exams down three to go,Fri Jun 05 21:56:51 PDT 2009,rachael2389,2,NO_QUERY,0.6938733
forgot my phone was in my pocket so it was thoroughly cleaned today via the washing machinehooray for meno phone now,Sat May 30 22:21:57 PDT 2009,lilbeechgirl,0,NO_QUERY,0.6619847
just off for a walk down the seafront typically the dark clouds seem to be closing in,Tue Apr 07 05:37:39 PDT 2009,saryp,0,NO_QUERY,0.62028986
time for work get off around who wants to chill,Sun Jun 07 12:29:06 PDT 2009,lawlitsmorgan,0,NO_QUERY,0.6471218
roflmao,Mon Jun 01 00:49:41 PDT 2009,ileftmycookie,2,NO_QUERY,0.69709384
watching the hills seaon work later on,Fri May 22 04:56:09 PDT 2009,keriaann08,2,NO_QUERY,0.64324456
its true myspace has a lot more friends in the lower who arent on fb yet or even here o shocking i know,Mon Jun 01 21:35:22 PDT 2009,Dr_Jared,2,NO_QUERY,0.6849985
miss danger think the same of miss president,Sat Jun 06 19:18:33 PDT 2009,Yoyitha,2,NO_QUERY,0.6975025
probably not now the job i got is from pm mf so i think my hubby will have kids at pool more than me,Wed Jun 17 18:36:49 PDT 2009,dalissa,0,NO_QUERY,0.6875982
i can do more push ups than my boyfriend,Wed Jun 03 00:19:49 PDT 2009,hiChristiana,2,NO_QUERY,0.6235359
ohhh no was thinkingthought i might blog my thoughtsforgotten,Fri Jun 19 01:38:27 PDT 2009,FallingBullets,0,NO_QUERY,0.6797435
thanks the file had corrupt gayness,Mon Jun 15 02:49:55 PDT 2009,vaninais,0,NO_QUERY,0.69699097
yup thats why im dying to get center rail again the pit was really tame even during ja i loved it after being sore lol,Mon Jun 01 22:06:30 PDT 2009,She_shines92,0,NO_QUERY,0.6965109
is relaxing at home no more days off about a week amp a half of work ahead of me,Wed Jun 24 22:53:20 PDT 2009,armyandy503,0,NO_QUERY,0.678115
mmmm too slow on iphone still tossing btw bb and iphone right now annoy them,Sun May 03 22:36:50 PDT 2009,eugenehor,2,NO_QUERY,0.6884053
i do do the hide for every quiz i see but it seems there are just more and more of them facebookfail,Mon Jun 15 11:35:34 PDT 2009,geeksdreamgirl,0,NO_QUERY,0.6561313
handbrake not sure exactly what yet theyre looking into it and wiper blades which i replaced months ago,Wed Jun 03 03:25:43 PDT 2009,hworsnop,0,NO_QUERY,0.6829283
hates being sexy in da rain but i luv ny xoxoxoxx,Sat Jun 20 19:28:53 PDT 2009,CRYSTALNYLA,0,NO_QUERY,0.6596569
or get a cab back,Sat Jun 06 23:23:44 PDT 2009,sawwaa,2,NO_QUERY,0.64210784
i jet washed our patio yesterday something very satisfying therapeutic about this am i the only one,Tue Apr 07 08:15:50 PDT 2009,peterbrady,2,NO_QUERY,0.6074095
holds out a box of cookies is it still too late,Sat Jun 06 04:11:18 PDT 2009,hxcfairy,0,NO_QUERY,0.6560694
nono its the effect,Fri May 29 01:29:42 PDT 2009,asmitter,2,NO_QUERY,0.69402415
hahaha ah too late lmao well okay see i only watched some amp omg it looks freaking amazing wait wanna hang morrow,Fri Apr 17 22:22:51 PDT 2009,angelaxjonas,2,NO_QUERY,0.6960949
just texted entire pledge class no one will go outside with me fml quotstudyingquot psh whats that,Fri Jun 05 14:21:02 PDT 2009,corner14,0,NO_QUERY,0.66368973
earache,Sun Jun 07 21:05:46 PDT 2009,my_randa,0,NO_QUERY,0.6236712
and off to cambridge,Sat Jun 06 15:20:33 PDT 2009,meemles,2,NO_QUERY,0.6967696
and i would be nothing without people like upay it forward,Sun Apr 19 11:20:46 PDT 2009,celebritymound,2,NO_QUERY,0.6978824
right am going to risk bed once more hope you get some sleep soon,Fri May 29 18:19:35 PDT 2009,mustntgrumble,2,NO_QUERY,0.62336236
have fun gets so crowded in those clubs which is why as a las vegan i try to steer clear ha,Sun May 03 00:51:02 PDT 2009,MrsVaught,2,NO_QUERY,0.6720344
after a busy days work if so enjoy,Sat May 30 01:14:36 PDT 2009,Goldenlight7,2,NO_QUERY,0.6945853
i feel for you when we moved to nh our only option was direcway so we invested mos later dsl became available,Sat Jun 06 10:30:02 PDT 2009,between2wheels,0,NO_QUERY,0.6471424
k ppl yall told me not wrk too hard tonite and i slowed it dwn once ha my body is thankin me right now ahh no body aches nite,Fri May 22 01:43:11 PDT 2009,singlexxx,2,NO_QUERY,0.68595815
youll get a call from doubletake but it could be another party inviteyou never know with us,Fri May 22 07:46:04 PDT 2009,TalonNYC,2,NO_QUERY,0.64955723
had mammoth bitching sesh at work its good for me,Tue Jun 02 00:06:10 PDT 2009,brypie,2,NO_QUERY,0.688937
i kno girl i need to get to a comp asap lol so u gon work on gettin me that sig pweez,Sat May 02 23:03:51 PDT 2009,La_Bella_Vita22,0,NO_QUERY,0.6737995
hmmm i can smell thal yummo smell ryt nw guess its ready to be tuck in oledy,Sun Jun 07 06:05:20 PDT 2009,KeziaLyla,2,NO_QUERY,0.64929366
o i tried all of them like seconds after you put them up im neverr getting one,Thu Jun 18 15:44:28 PDT 2009,bennasher,0,NO_QUERY,0.6868108
interesting seems as if usage is intense i dont consider mbmonth a lot though maybe the govt needs a bigger pipe,Sun May 31 01:39:41 PDT 2009,lfkrebs,2,NO_QUERY,0.6970771
its a shame coz its not her fault your mums lovely shed never do anything to deliberatly hurt anyone xx,Sat Jun 06 14:02:53 PDT 2009,JessMcFlyxxx,0,NO_QUERY,0.6245122
i dont think it took as well as loreal brasilia but then brasilia makes me look emo,Sat Apr 18 07:46:24 PDT 2009,lollipop26,2,NO_QUERY,0.6966489
firstrecord it was either shaun cassidy or leif garrett on vinyl i still have them,Fri May 22 06:01:00 PDT 2009,cubiclequeen,2,NO_QUERY,0.6876559
in seattlehate the weather,Tue Jun 23 11:05:04 PDT 2009,dccannady,0,NO_QUERY,0.6773635
we need another kemp right about now,Sun May 03 19:51:36 PDT 2009,tericee,0,NO_QUERY,0.6918483
quotfrom my lungs to yours from your mouth to minequot sometimes i wish i can write beautiful lyrics like he does goodnight,Sat May 02 07:53:00 PDT 2009,Ashmrx,2,NO_QUERY,0.6917609
but ive done it when i was little but they need to pay me haha maybe i was or then,Sun May 17 23:30:22 PDT 2009,magh,2,NO_QUERY,0.6978986
grr gt french exam then math right after science exam friday then summer,Mon Jun 15 05:19:34 PDT 2009,MusicISmyLOVER,0,NO_QUERY,0.68602455
assignment assignment assignment trackle,Mon Jun 22 17:11:30 PDT 2009,Janani2109,0,NO_QUERY,0.6870394
it wouldnt be isihac without jeremy quotattemptingquot one song to the tune of another or murdering pick up song,Tue Jun 16 01:58:38 PDT 2009,mittfh,2,NO_QUERY,0.65406
guess ill make coffee and a frickin quilt if i cant sleep,Sat May 30 03:58:56 PDT 2009,honeybeehill,0,NO_QUERY,0.69398594
i love fridayscuz its mo money in the bank on my way there right now,Fri May 29 12:39:43 PDT 2009,bsmoove,2,NO_QUERY,0.6038704
i wanna goooo have a meeting right now though would ya believe,Thu Jun 04 22:32:33 PDT 2009,AntoinetteTaus,0,NO_QUERY,0.6893693
today ended up being a wonderful day outside i did some weeding weeds are like bills they keep coming back,Sat Jun 06 16:00:10 PDT 2009,Brandy52501,0,NO_QUERY,0.6417124
baking cookies for my last day at forever,Sat Jun 20 08:47:01 PDT 2009,Bri10any25,0,NO_QUERY,0.6073981
or maybe it was there,Sun May 03 17:44:26 PDT 2009,craigsutton,2,NO_QUERY,0.6909505
lol yeahgot me there i guess i just need a crown lol,Sun May 03 21:31:41 PDT 2009,polymerclaygal,2,NO_QUERY,0.6860359
i think the only place you can find them is ebay,Thu Jun 18 17:25:03 PDT 2009,Djcheapshot,0,NO_QUERY,0.6712005
thanxxx now with that message i just wanna leave bye,Fri May 29 15:36:09 PDT 2009,x3Lovebug,0,NO_QUERY,0.6404058
lol there r a few birds on twitter but more dogs than anythingother than humans that is lol,Sun May 31 00:11:22 PDT 2009,redrobinrockn,2,NO_QUERY,0.65750843
if by tipping correctly you mean not tipping then yes i refuse to pay someone to fill my car up hurry up and get to msp,Mon Jun 01 17:54:24 PDT 2009,KeithAtDarden,2,NO_QUERY,0.67858076
lol i miss la as well take mw back with you lt,Tue Jun 02 02:16:43 PDT 2009,Sara_aleissa,0,NO_QUERY,0.60708684
oops not at all youre in my top faves for sure stillearlynotenoughcoffeeyet,Wed Jun 03 07:16:36 PDT 2009,suedecrush,2,NO_QUERY,0.62525773
yet another baby shower today,Sun Jun 07 10:29:50 PDT 2009,the_Andrea,2,NO_QUERY,0.62677944
please give me money,Mon Jun 15 00:04:17 PDT 2009,tintin_nav,2,NO_QUERY,0.68427044
well its saturday i bet you want your daily pic then hmmm from the movie cold and dark,Sat Jun 06 05:32:50 PDT 2009,LukeGossForum,2,NO_QUERY,0.6776861
a not fair bet its brilliant too saw loads of ads for it before i left always meant to book flights and go back for it,Wed Jun 17 11:23:53 PDT 2009,Sheenagerrard,0,NO_QUERY,0.6881215
you cant be on sugar mountainor so people tell me,Fri May 29 16:17:31 PDT 2009,jennesaisquois,0,NO_QUERY,0.6322608
is at a party with tons of alcohol but cant drink lame,Fri May 01 20:29:42 PDT 2009,J0rdan88,0,NO_QUERY,0.62460953
aw that sucks it would be awesome if you could get it worked out,Tue Jun 16 15:44:43 PDT 2009,StarChild1981,0,NO_QUERY,0.62343955
lol blog to come up soon im just a little late to the game,Sun May 17 07:07:35 PDT 2009,mikefoong,2,NO_QUERY,0.63259494
yes it was not so bad after all glass half full much,Sun Jun 07 00:35:40 PDT 2009,ellearpon,2,NO_QUERY,0.6155196
just had the best dream ever why oh why did i have to wake up hehe,Sat Jun 06 20:59:41 PDT 2009,sherlenexoxoxo,0,NO_QUERY,0.6492381
that certainly flew by didnt it,Mon Jun 01 09:13:30 PDT 2009,MatchesMalone,2,NO_QUERY,0.61522603
i think we needs to talk about what we needs ta do with teh camera,Mon Jun 01 19:36:24 PDT 2009,WayneRockwood,2,NO_QUERY,0.61297786
ego so strong i must admit i have every reason to feel like im that chic,Mon Jun 15 13:29:47 PDT 2009,CUTee864,2,NO_QUERY,0.69581866
so close to friday hopefully i can continue to stage off this sickness,Thu Jun 18 07:05:04 PDT 2009,WhitneySones,0,NO_QUERY,0.67460203
oh thats nice so your writing goes well i didnt write anything this weekend only the unfinished haiku i sent you,Mon Jun 01 02:12:01 PDT 2009,magnusholmgren,2,NO_QUERY,0.6591449
where are you going erin,Mon Jun 01 15:39:17 PDT 2009,Equanimity_,0,NO_QUERY,0.6735116
run was great thanks is very windy today so bike ride not an option this morning,Mon Apr 06 23:47:49 PDT 2009,MyAppleStuff,0,NO_QUERY,0.6429589
yeah i know huh,Wed Jun 17 23:09:52 PDT 2009,RONradish,0,NO_QUERY,0.67568743
get better hope you didnt have allergic reaction,Tue Jun 16 05:56:06 PDT 2009,ianeyecan,0,NO_QUERY,0.6664942
want to help me make chocolate covered strawberries tonight om nom nom,Mon Jun 15 04:48:29 PDT 2009,krissyrausch,2,NO_QUERY,0.600938
oh and i wont be at the step shopw sat either hey when will i see you again,Tue Jun 16 13:46:02 PDT 2009,daddyzyaya,0,NO_QUERY,0.63464
this new laptop is a little weird,Mon Jun 15 10:37:27 PDT 2009,mmayy,2,NO_QUERY,0.68481076
gud what it do our lil convo earlier made me not sleep,Sat Jun 20 22:54:02 PDT 2009,nigelhove,0,NO_QUERY,0.60055274
last night was fun going out to hang with the friends days left of school,Sun May 31 14:35:15 PDT 2009,iJujuBaba,2,NO_QUERY,0.6006893
quotfinally dont allow any mobile device beyond your bedroom doorquot hahahahahaha der har jeg visst syndet massivt,Mon Jun 15 11:28:16 PDT 2009,hammershaug,2,NO_QUERY,0.6685238
